潘家口之战,事件发生地,义院口关
潘家口之战,事件发生地,冷口关
潘家口之战,事件发生地,潘家口关
洪山口之战,事件发生地,龙井儿关
洪山口之战,事件发生地,大安口关
洪山口之战,事件发生地,洪山口关
昌平之战,事件发生地,冷口关
清河城之战,事件发生地,三道关
古北口抗战,事件发生地,古北口
总督,初置时间,嘉靖
总兵官,初置时间,明朝
副总兵,初置时间,明朝
参将,初置时间,明朝
守备,初置时间,明朝
千总,初置时间,嘉靖
总旗,初置时间,明朝
小旗,初置时间,明朝
巡抚,初置时间,宣德
游击将军,初置时间,汉朝
提调,初置时间,元朝
卫指挥使司,初置时间,洪武
经历,初置时间,明朝
知事,初置时间,宋朝
镇抚司,初置时间,洪武
总兵官,直系上司,总督
副总兵,直系上司,总兵官
参将,直系上司,总兵官
守备,直系上司,参将
百总,直系上司,千总
千总,直系上司,提调
总旗,直系上司,百总
小旗,直系上司,总旗
巡抚,直系上司,总督
兵备官,直系上司,巡抚
游击将军,直系上司,总兵官
通州参将,初置时间,嘉靖
山海路参将,初置时间,正德
石门路参将,初置时间,嘉靖
燕河路参将,初置时间,正统
太平路参将,初置时间,正德
喜峰口参将,初置时间,万历
马兰路参将,初置时间,正统
墙子路参将,初置时间,嘉靖
古北路参将,初置时间,嘉靖
石塘路参将,初置时间,嘉靖
密云左营游击,初置时间,嘉靖
密云右营游击,初置时间,嘉靖
密云振武营游击,初置时间,嘉靖
密云辎重营游击,初置时间,隆庆
遵化左营游击,初置时间,嘉靖
遵化右营游击,初置时间,嘉靖
遵化辎重营游击,初置时间,隆庆
三屯营左营游击,初置时间,嘉靖
三屯右营游击,初置时间,隆庆
三屯营辎重营游击,初置时间,隆庆
保河车营游击,初置时间,嘉靖
台头路游击,初置时间,隆庆
曹家路游击,初置时间,嘉靖
松棚路游击,初置时间,隆庆
密云永胜营坐营,初置时间,隆庆
漕运把总,初置时间,万历
山海路参将,分守路,山海路
石门路参将,分守路,石门路
燕河路参将,分守路,燕河路
太平路参将,分守路,太平路
喜峰口参将,分守路,喜峰口路
马兰路参将,分守路,马兰路
墙子路参将,分守路,墙子路
古北路参将,分守路,古北路
石塘路参将,分守路,石塘路
密云左营游击,专佚应援路,墙子路
密云右营游击,专佚应援路,墙子路
密云振武营游击,专佚应援路,墙子路
密云辎重营游击,专佚应援路,曹家路
镇虏营游击,专佚应援路,墙子路
遵化左营游击,专佚应援路,马兰路
遵化右营游击,专佚应援路,马兰路
遵化辎重营游击,专佚应援路,马兰路
三屯营左营游击,专佚应援路,喜峰口路
三屯右营游击,专佚应援路,松棚路
三屯营辎重营游击,专佚应援路,松棚路
保河车营游击,专佚应援路,松棚路
台头路游击,专佚应援路,台头路
曹家路游击,专佚应援路,曹家路
松棚路游击,专佚应援路,松棚路
密云左营游击,专佚应援路,古北路
密云右营游击,专佚应援路,古北路
保河车营游击,专佚应援路,太平路
都指挥使司,初置时间,洪武
粮储户部分司,初置时间,洪武
主事,初置时间,汉朝
通判,初置时间,宋朝
兵备按察分司,初置时间,洪武
驿使,初置时间,汉朝
镇朔将军,初置时间,南北朝
公爵,初置时间,先秦
候爵,初置时间,先秦
伯爵,初置时间,先秦
子爵,初置时间,先秦
男爵,初置时间,先秦
同知,初置时间,宋朝
百总,初置时间,明朝
大学士,初置时间,唐朝
右少卿,初置时间,明朝
侍郎,初置时间,汉朝
丞相,初置时间,秦朝
知州,初置时间,宋朝
都指挥佥书,初置时间,明朝
副都御史,初置时间,明朝
左少监,初置时间,明朝
参议,初置时间,洪武
六部郎中,初置时间,唐朝
镇守太监,初置时间,洪熙
少监,初置时间,唐朝
监丞,初置时间,清朝
奉御,初置时间,隋朝
长史,初置时间,秦朝
国子监祭酒,初置时间,西晋
参政,初置时间,宋朝
塞王,初置时间,洪武
大理寺卿,初置时间,秦朝
布政使,初置时间,洪武
尚衣监,初置时间,明朝
督师,初置时间,明朝
巡关御史,初置时间,明朝
太守,初置时间,先秦
制府,初置时间,明朝
经略,初置时间,南北朝
佥都御史,初置时间,洪武
给事中,初置时间,秦朝
兵部尚书,初置时间,隋朝
指挥佥事,初置时间,明朝
都御史,初置时间,明朝
知县,初置时间,宋朝
镇朔将军印,初置时间,明朝
佛郎机,初置时间,嘉靖
快枪,初置时间,明朝
神枢车,初置时间,嘉靖
西瓜纸炮,初置时间,宋朝
火镰石,初置时间,宋朝
号炮,初置时间,宋朝
火器,初置时间,宋朝
拒马器,初置时间,明朝
长枪,初置时间,明朝
筤筅,初置时间,明朝
龙刀枪,初置时间,明朝
火钻,初置时间,唐朝
火箭,初置时间,唐朝
铁炮,初置时间,崇祯
火铳,初置时间,元朝
四眼铳,初置时间,明朝
三眼铳,初置时间,明朝
鸟铳,初置时间,嘉靖
铳棍,初置时间,明朝
铁将军炮,初置时间,明朝
腰刀,初置时间,宋朝
捣马突枪,初置时间,宋朝
斩马刀,初置时间,汉朝
连枷棍,初置时间,宋朝
骨朵,初置时间,唐朝
连子铳,初置时间,嘉靖
牛腿小炮,初置时间,崇祯
火炮,初置时间,宋朝
镞形枪,初置时间,清朝
笔形枪,初置时间,清朝
钩形枪,初置时间,清朝
箭形枪,初置时间,明朝
洪武,在位皇帝,朱元璋
建文,在位皇帝,朱允炆
永乐,在位皇帝,朱棣
洪熙,在位皇帝,朱高炽
宣德,在位皇帝,朱瞻基
正统,在位皇帝,朱祁镇
景泰,在位皇帝,朱祁钰
天顺,在位皇帝,朱祁镇
成化,在位皇帝,朱见深
弘治,在位皇帝,朱祐樘
正德,在位皇帝,朱厚照
嘉靖,在位皇帝,朱厚熜
隆庆,在位皇帝,朱载坖
万历,在位皇帝,朱翊钧
泰昌,在位皇帝,朱常洛
天启,在位皇帝,朱由校
崇祯,在位皇帝,朱由检
弘光,在位皇帝,朱由崧
后金,在位皇帝,努尔哈赤
康熙,在位皇帝,玄烨
雍正,在位皇帝,胤禛
乾隆,在位皇帝,弘历
咸丰,在位皇帝,奕詝
光绪,在位皇帝,载湉
明朝,年号,洪武
明朝,年号,建文
明朝,年号,永乐
明朝,年号,洪熙
明朝,年号,宣德
明朝,年号,正统
明朝,年号,景泰
明朝,年号,天顺
明朝,年号,成化
明朝,年号,弘治
明朝,年号,正德
明朝,年号,嘉靖
明朝,年号,隆庆
明朝,年号,万历
明朝,年号,泰昌
明朝,年号,天启
明朝,年号,崇祯
明朝,年号,弘光
清朝,年号,康熙
清朝,年号,雍正
清朝,年号,乾隆
清朝,年号,咸丰
清朝,年号,光绪
辽东镇,初置时间,永乐
宣府镇,初置时间,永乐
大同镇,初置时间,永乐
延绥镇,初置时间,永乐
宁夏镇,初置时间,永乐
甘肃镇,初置时间,洪武
山西镇,初置时间,宣德
固原镇,初置时间,明朝
蓟镇,初置时间,明朝
昌镇,初置时间,明朝
真保镇,初置时间,明朝
蓟镇,所在区县,怀柔县
蓟镇,所在区县,密云县
蓟镇,所在区县,平谷县
蓟镇,所在区县,蓟县
蓟镇,所在区县,遵化市
蓟镇,所在区县,迁西县
蓟镇,所在区县,迁安县
蓟镇,所在区县,卢龙县
蓟镇,所在区县,抚宁县
蓟镇,所在区县,山海关区
昌镇,所在区县,昌平
昌镇,所在区县,延庆
真保镇,所在区县,门头沟
山海卫,初置时间,洪武
抚宁卫,初置时间,永乐
永平卫,初置时间,洪武
东胜左卫,初置时间,永乐
卢龙卫,初置时间,永乐
兴州右屯卫,初置时间,永乐
开平中屯卫,初置时间,永乐
遵化卫,初置时间,洪武
忠义中卫,初置时间,永乐
宽河守御千户所,初置时间,洪武
东胜右卫,初置时间,永乐
兴州前屯卫,初置时间,永乐
兴州左屯卫,初置时间,永乐
蓟州卫,初置时间,洪武
镇朔卫,初置时间,永乐
营州右屯卫,初置时间,永乐
密云后卫,初置时间,洪武
营州中屯卫,初置时间,永乐
营州后屯卫,初置时间,永乐
兴州后屯卫,初置时间,永乐
营州前屯卫,初置时间,永乐
梁城守御千户所,初置时间,洪武
密云中卫,初置时间,洪武
神武中卫,初置时间,洪武
定边卫,初置时间,洪武
通州卫,初置时间,洪武
通州左卫,初置时间,永乐
通州右卫,初置时间,永乐
武清卫,初置时间,永乐
营州左屯卫,初置时间,永乐
渤海守御千户所,初置时间,弘治
延庆卫,初置时间,洪武
兴州中屯卫,初置时间,永乐
涿鹿卫,初置时间,永乐
涿鹿左卫,初置时间,永乐
涿鹿中卫,初置时间,永乐
镇边城守御千户所,初置时间,正统
白羊口千户所,初置时间,景泰
潮河千户所,初置时间,弘治
古北口守御千户所,初置时间,洪武
山海卫,所属镇边,蓟镇
抚宁卫,所属镇边,蓟镇
永平卫,所属镇边,蓟镇
东胜左卫,所属镇边,蓟镇
卢龙卫,所属镇边,蓟镇
兴州右屯卫,所属镇边,蓟镇
开平中屯卫,所属镇边,蓟镇
遵化卫,所属镇边,蓟镇
忠义中卫,所属镇边,蓟镇
宽河守御千户所,所属镇边,蓟镇
东胜右卫,所属镇边,蓟镇
兴州前屯卫,所属镇边,蓟镇
兴州左屯卫,所属镇边,蓟镇
蓟州卫,所属镇边,蓟镇
镇朔卫,所属镇边,蓟镇
营州右屯卫,所属镇边,蓟镇
密云后卫,所属镇边,蓟镇
营州中屯卫,所属镇边,蓟镇
营州后屯卫,所属镇边,蓟镇
兴州后屯卫,所属镇边,蓟镇
营州前屯卫,所属镇边,蓟镇
梁城守御千户所,所属镇边,蓟镇
密云中卫,所属镇边,蓟镇
神武中卫,所属镇边,蓟镇
定边卫,所属镇边,蓟镇
通州卫,所属镇边,蓟镇
通州左卫,所属镇边,蓟镇
通州右卫,所属镇边,蓟镇
武清卫,所属镇边,蓟镇
营州左屯卫,所属镇边,蓟镇
渤海守御千户所,所属镇边,昌镇
延庆卫,所属镇边,昌镇
兴州中屯卫,所属镇边,昌镇
涿鹿卫,所属镇边,昌镇
涿鹿左卫,所属镇边,昌镇
涿鹿中卫,所属镇边,昌镇
镇边城守御千户所,所属镇边,昌镇
白羊口千户所,所属镇边,昌镇
潮河千户所,所属镇边,蓟镇
古北口守御千户所,所属镇边,蓟镇
山海卫,所在区县,山海关区
抚宁卫,所在区县,抚宁县
永平卫,所在区县,卢龙县
东胜左卫,所在区县,卢龙县
卢龙卫,所在区县,卢龙县
兴州右屯卫,所在区县,迁安县
遵化卫,所在区县,遵化市
忠义中卫,所在区县,遵化市
宽河守御千户所,所在区县,遵化市
东胜右卫,所在区县,遵化市
蓟州卫,所在区县,蓟县
镇朔卫,所在区县,蓟县
营州右屯卫,所在区县,蓟县
营州中屯卫,所在区县,平谷县
密云中卫,所在区县,密云县
延庆卫,所在区县,延庆
潮河千户所,所在区县,密云县
古北口守御千户所,所在区县,密云县
山海卫,驻守官,卫指挥使司
山海卫,驻守官,千总
山海卫,驻守官,百总
山海卫,驻守官,镇抚司
山海卫,驻守官,经历
抚宁卫,驻守官,卫指挥使司
抚宁卫,驻守官,千总
抚宁卫,驻守官,百总
抚宁卫,驻守官,镇抚司
抚宁卫,驻守官,经历
永平卫,驻守官,卫指挥使司
永平卫,驻守官,千总
永平卫,驻守官,百总
永平卫,驻守官,镇抚司
永平卫,驻守官,经历
永平卫,驻守官,知事
东胜左卫,驻守官,卫指挥使司
东胜左卫,驻守官,千总
东胜左卫,驻守官,百总
东胜左卫,驻守官,镇抚司
东胜左卫,驻守官,经历
东胜左卫,驻守官,知事
卢龙卫,驻守官,卫指挥使司
卢龙卫,驻守官,千总
卢龙卫,驻守官,百总
卢龙卫,驻守官,经历
兴州右屯卫,驻守官,卫指挥使司
兴州右屯卫,驻守官,千总
兴州右屯卫,驻守官,百总
兴州右屯卫,驻守官,镇抚司
兴州右屯卫,驻守官,经历
兴州右屯卫,驻守官,知事
开平中屯卫,驻守官,卫指挥使司
开平中屯卫,驻守官,千总
开平中屯卫,驻守官,百总
开平中屯卫,驻守官,镇抚司
开平中屯卫,驻守官,经历
遵化卫,驻守官,卫指挥使司
遵化卫,驻守官,千总
遵化卫,驻守官,百总
遵化卫,驻守官,经历
忠义中卫,驻守官,卫指挥使司
忠义中卫,驻守官,千总
忠义中卫,驻守官,百总
忠义中卫,驻守官,镇抚司
忠义中卫,驻守官,经历
宽河守御千户所,驻守官,千总
宽河守御千户所,驻守官,百总
东胜右卫,驻守官,卫指挥使司
东胜右卫,驻守官,千总
东胜右卫,驻守官,百总
东胜右卫,驻守官,经历
兴州前屯卫,驻守官,卫指挥使司
兴州前屯卫,驻守官,千总
兴州前屯卫,驻守官,百总
兴州前屯卫,驻守官,镇抚司
兴州前屯卫,驻守官,经历
兴州左屯卫,驻守官,卫指挥使司
兴州左屯卫,驻守官,千总
兴州左屯卫,驻守官,百总
兴州左屯卫,驻守官,镇抚司
兴州左屯卫,驻守官,经历
蓟州卫,驻守官,卫指挥使司
蓟州卫,驻守官,千总
蓟州卫,驻守官,百总
蓟州卫,驻守官,镇抚司
蓟州卫,驻守官,经历
镇朔卫,驻守官,卫指挥使司
镇朔卫,驻守官,千总
镇朔卫,驻守官,百总
镇朔卫,驻守官,镇抚司
镇朔卫,驻守官,经历
营州右屯卫,驻守官,经历
密云后卫,驻守官,卫指挥使司
密云后卫,驻守官,千总
密云后卫,驻守官,百总
密云后卫,驻守官,经历
营州中屯卫,驻守官,卫指挥使司
营州中屯卫,驻守官,千总
营州中屯卫,驻守官,百总
营州中屯卫,驻守官,镇抚司
营州中屯卫,驻守官,经历
营州后屯卫,驻守官,卫指挥使司
营州后屯卫,驻守官,千总
营州后屯卫,驻守官,百总
营州后屯卫,驻守官,镇抚司
营州后屯卫,驻守官,经历
兴州后屯卫,驻守官,卫指挥使司
兴州后屯卫,驻守官,千总
兴州后屯卫,驻守官,百总
兴州后屯卫,驻守官,镇抚司
兴州后屯卫,驻守官,经历
营州前屯卫,驻守官,经历
梁城守御千户所,驻守官,千总
梁城守御千户所,驻守官,百总
密云中卫,驻守官,卫指挥使司
密云中卫,驻守官,千总
密云中卫,驻守官,百总
密云中卫,驻守官,镇抚司
密云中卫,驻守官,经历
神武中卫,驻守官,经历
定边卫,驻守官,经历
通州卫,驻守官,经历
通州左卫,驻守官,经历
通州右卫,驻守官,经历
营州左屯卫,驻守官,卫指挥使司
营州左屯卫,驻守官,千总
营州左屯卫,驻守官,百总
营州左屯卫,驻守官,经历
延庆卫,驻守官,卫指挥使司
延庆卫,驻守官,千总
延庆卫,驻守官,百总
延庆卫,驻守官,镇抚司
延庆卫,驻守官,经历
兴州中屯卫,驻守官,卫指挥使司
兴州中屯卫,驻守官,千总
兴州中屯卫,驻守官,百总
兴州中屯卫,驻守官,镇抚司
兴州中屯卫,驻守官,经历
涿鹿卫,驻守官,卫指挥使司
涿鹿卫,驻守官,千总
涿鹿卫,驻守官,百总
涿鹿卫,驻守官,镇抚司
涿鹿卫,驻守官,经历
涿鹿卫,驻守官,知事
涿鹿左卫,驻守官,卫指挥使司
涿鹿左卫,驻守官,千总
涿鹿左卫,驻守官,百总
涿鹿左卫,驻守官,镇抚司
涿鹿左卫,驻守官,经历
涿鹿左卫,驻守官,知事
涿鹿中卫,驻守官,卫指挥使司
涿鹿中卫,驻守官,千总
涿鹿中卫,驻守官,百总
涿鹿中卫,驻守官,镇抚司
涿鹿中卫,驻守官,经历
涿鹿中卫,驻守官,知事
潮河千户所,驻守官,千总
潮河千户所,驻守官,百总
山海路,所属,永平道
石门路,所属,永平道
台头路,所属,永平道
燕河路,所属,永平道
太平路,所属,蓟州道
喜峰口路,所属,蓟州道
松棚路,所属,蓟州道
马兰路,所属,蓟州道
墙子路,所属,密云道
曹家路,所属,密云道
古北路,所属,密云道
石塘路,所属,密云道
居庸路,所属镇边,昌镇
黄花路,所属镇边,昌镇
横岭路,所属镇边,昌镇
紫荆关,所属镇边,真保镇
倒马关,所属镇边,真保镇
龙泉关,所属镇边,真保镇
山海路,所在区县,山海关区
石门路,所在区县,抚宁县
台头路,所在区县,抚宁县
燕河路,所在区县,卢龙县
太平路,所在区县,迁安县
喜峰口路,所在区县,迁安县
松棚路,所在区县,迁安县
马兰路,所在区县,蓟县
墙子路,所在区县,密云县
曹家路,所在区县,密云县
古北路,所在区县,密云县
石塘路,所在区县,密云县
太平路,所在区县,迁西县
马兰路,所在区县,平谷县
石塘路,所在区县,怀柔县
永平道,驻地,建昌营城堡
蓟州道,驻地,三屯营城堡
密云道,驻地,石匣营城堡
永平道,所属镇边,蓟镇
蓟州道,所属镇边,蓟镇
密云道,所属镇边,蓟镇
永平道,驻守官,副总兵
蓟州道,驻守官,副总兵
密云道,驻守官,副总兵
永平道,所在区县,山海关区
蓟州道,所在区县,迁安县
密云道,所在区县,平谷县
永平道,所在区县,抚宁县
永平道,所在区县,卢龙县
蓟州道,所在区县,迁西县
蓟州道,所在区县,遵化市
蓟州道,所在区县,蓟县
蓟州道,所在区县,平谷县
密云道,所在区县,密云县
密云道,所在区县,怀柔县
一片石,所属路,石门路
大毛山,所属路,石门路
义院口,所属路,石门路
界岭口,所属路,台头路
青山口下,所属路,台头路
桃林口,所属路,燕河路
冷口,所属路,燕河路
擦崖子,所属路,太平路
榆木岭,所属路,太平路
董家口,所属路,喜峰口路
大喜峰口,所属路,喜峰口路
龙井儿,所属路,松棚路
洪山口,所属路,松棚路
罗文峪,所属路,松棚路
大安口下,所属路,马兰路
宽佃峪,所属路,马兰路
黄崖口,所属路,马兰路
将军营,所属路,马兰路
镇虔营,所属路,墙子路
墙子岭,所属路,墙子路
曹家寨,所属路,曹家路
古北口,所属路,古北路
潮河川,所属路,古北路
白马关,所属路,石塘路
石塘岭,所属路,石塘路
灰岭口,所属路,居庸路
八达岭,所属路,居庸路
石峡峪,所属路,居庸路
渤海口,所属路,黄花路
黄花镇,所属路,黄花路
白羊口,所属路,横岭路
长城谷,所属路,横岭路
横岭口,所属路,横岭路
镇边城,所属路,横岭路
一片石,主要建筑,空心敌台
大毛山,主要建筑,空心敌台
义院口,主要建筑,空心敌台
界岭口,主要建筑,空心敌台
青山口下,主要建筑,空心敌台
桃林口,主要建筑,空心敌台
冷口,主要建筑,空心敌台
擦崖子,主要建筑,空心敌台
榆木岭,主要建筑,空心敌台
董家口,主要建筑,空心敌台
大喜峰口,主要建筑,空心敌台
龙井儿,主要建筑,空心敌台
洪山口,主要建筑,空心敌台
罗文峪,主要建筑,空心敌台
大安口下,主要建筑,空心敌台
